media,date added,averageRating,numVotes,genres
death sentence,October 2017,6.2,457.0,Action
ice guardians,October 2017,7.4,1839.0,Documentary
made of honor,October 2017,5.8,76432.0,Comedy
wheelman,October 2017,7.5,48.0,Action
meet the robinsons,October 2017,6.8,112751.0,Adventure
otherlife,October 2017,6.2,16833.0,Crime
veronica,October 2017,8.0,794.0,Family
the final master,October 2017,6.8,2857.0,Action
other,October 2017,5.6,13.0,Short
sleeping with other people,October 2017,6.5,48537.0,Comedy
chris brown: welcome to my life,October 2017,5.6,1127.0,Documentary
the reaping,October 2017,8.5,15.0,Drama
blood diamond,October 2017,8.0,590759.0,Adventure
never let me go,October 2017,6.2,913.0,Adventure
penelope,October 2017,6.2,2183.0,Comedy
belief: the possession of janet moses,October 2017,5.7,713.0,Crime
13 demons,October 2017,3.2,370.0,Horror
middle man,October 2017,6.6,38.0,Drama
a cinderella story: once upon a song,October 2017,5.9,13901.0,Comedy
mindhunter,October 2017,7.8,51.0,Documentary
miss congeniality,October 2017,6.3,232661.0,Action
mr. dynamite: the rise of james brown,October 2017,7.4,1515.0,Biography
eyes wide shut,October 2017,7.5,379438.0,Drama
wedding unplanned,October 2017,6.1,4104.0,Comedy
tokyo idols,October 2017,6.9,1325.0,Documentary
ghost patrol,October 2017,4.6,245.0,Drama
vanished,October 2017,6.9,165.0,Crime
the survivalist,October 2017,4.1,178.0,Action
she makes comics,October 2017,6.7,133.0,Documentary
donnie darko,October 2017,8.0,857067.0,Drama
id,October 2017,4.6,208.0,Drama
1922,October 2017,6.5,367.0,Drama
strange weather,October 2017,6.6,26.0,Drama
the bittersweet,November 2017,5.1,165.0,Drama
piranha,November 2017,2.8,774.0,Action
the homesman,November 2017,6.6,36097.0,Drama
the case for christ,November 2017,6.6,686.0,Documentary
the queen of spain,November 2017,5.3,2294.0,Comedy
hickok,November 2017,4.7,3212.0,Drama
the veil,November 2017,6.2,55.0,Horror
jim & andy: the great beyond,November 2017,7.6,28122.0,94
killing ground,November 2017,8.4,109.0,Crime
chappie,November 2017,6.2,17.0,24
9,November 2017,6.2,106.0,Adventure
man on the moon,November 2017,7.4,138237.0,Biography
mudbound,November 2017,7.4,54876.0,Drama
alias grace,November 2017,7.6,38413.0,Biography
the reader,November 2017,7.0,1820.0,Comedy
42,November 2017,7.5,103587.0,Biography
williams,November 2017,8.3,13.0,Crime
winning,November 2017,6.0,2230.0,Action
michael clayton,November 2017,7.2,174864.0,Crime
the details,November 2017,7.9,12.0,Adventure
brian regan: nunchucks and flamethrowers,November 2017,6.4,731.0,Comedy
santa claws,November 2017,3.1,814.0,Horror
where the day takes you,November 2017,6.5,3960.0,Crime
eventual salvation,November 2017,6.6,23.0,Documentary
chasing trane: the john coltrane documentary,November 2017,7.3,2510.0,Biography
cuba and the cameraman,November 2017,8.2,5569.0,Documentary
undercover grandpa,November 2017,5.3,2449.0,Action
scary movie,November 2017,4.9,1079.0,Comedy
the dinner,November 2017,7.9,23.0,Drama
long time running,November 2017,6.7,428.0,Drama
men in black,November 2017,7.7,1487.0,Comedy
silent hill,November 2017,9.0,6378.0,Drama
field of dreams,November 2017,7.5,129608.0,Drama
the killer,November 2017,7.1,24.0,Western
darkness rising,November 2017,7.4,341.0,Action
the pursuit of happyness,November 2017,8.0,567431.0,Biography
casper,November 2017,6.2,147951.0,Comedy
to rome with love,November 2017,7.4,82.0,Comedy
exporting raymond,December 2017,6.8,1946.0,Comedy
august rush,December 2017,7.4,111533.0,Drama
ace ventura: when nature calls,December 2017,6.4,235358.0,Adventure
diana: in her own words,December 2017,7.8,4003.0,Biography
the mafia kills only in summer,December 2017,7.1,8936.0,Comedy
tyson,December 2017,6.2,2561.0,Biography
judd apatow: the return,December 2017,6.3,1418.0,Comedy
freeway: crack in the system,December 2017,7.1,911.0,Biography
shelter,December 2017,5.2,229.0,Action
creep 2,December 2017,6.4,33331.0,Crime
the santa clause,December 2017,6.6,134105.0,Comedy
the haunting of helena,December 2017,4.6,4727.0,Horror
the young victoria,December 2017,7.2,66952.0,Biography
ace ventura: pet detective,December 2017,6.9,328125.0,Comedy
miss me this christmas,December 2017,4.4,532.0,Comedy
the wackness,December 2017,6.9,31321.0,Comedy
pusher,December 2017,7.3,45001.0,Crime
fun mom dinner,December 2017,5.3,6550.0,Comedy
forbidden games: the justin fashanu story,December 2017,6.6,399.0,Documentary
8 mile,December 2017,7.2,325025.0,Drama
while you were sleeping,December 2017,6.8,115109.0,Comedy
ace ventura,December 2017,6.6,212.0,Adventure
willy wonka & the chocolate factory,January 2018,7.8,229743.0,Adventure
glacé,January 2018,6.3,3701.0,Crime
furry vengeance,January 2018,3.9,18392.0,Comedy
sharknado 5: global swarming,January 2018,3.9,7032.0,Action
wedding crashers,January 2018,7.0,378094.0,Comedy
the exorcism of emily rose,January 2018,6.7,141089.0,Drama
like water for chocolate,January 2018,7.1,18957.0,Drama
monsters vs. aliens,January 2018,6.4,177582.0,Action
the godfather,January 2018,9.2,2034621.0,Crime
stardust,January 2018,6.5,1196.0,Drama
retribution,January 2018,8.5,7.0,Action
drug lords,January 2018,6.8,1551.0,Biography
llama llama,January 2018,6.4,309.0,Adventure
batman forever,January 2018,5.4,268170.0,Action
apollo 13,January 2018,7.7,318270.0,Adventure
batman,January 2018,6.1,2504.0,Action
47 meters down,January 2018,5.6,61582.0,Horror
the first time,January 2018,6.0,176.0,Comedy
mustang island,January 2018,6.2,588.0,Comedy
alphago,January 2018,7.8,6986.0,Documentary
batman & robin,January 2018,3.8,269717.0,Action
strictly ballroom,January 2018,7.2,29592.0,Comedy
maddman: the steve madden story,January 2018,6.6,360.0,Biography
the dukes of hazzard,January 2018,7.1,15950.0,Action
eastsiders,January 2018,6.9,3115.0,Drama
about us,January 2018,4.5,8.0,Documentary
bad day for the cut,January 2018,6.5,8753.0,Action
privacy policy,January 2018,6.0,14.0,Short
trolls: the beat goes on!,January 2018,6.0,999.0,Adventure
coming soon,January 2018,5.8,257.0,Documentary
the man who would be polka king,January 2018,6.2,681.0,Crime
rent,January 2018,6.7,7.0,Drama
friday night tykes,January 2018,7.0,357.0,Reality-TV
marie antoinette,January 2018,7.3,3302.0,Biography
rita,January 2018,4.9,151.0,\N
king kong,January 2018,7.9,91691.0,Adventure
batman returns,January 2018,7.1,330008.0,Action
troy,January 2018,7.3,575497.0,Adventure
what to watch,January 2018,5.9,391.0,Family
el ministerio del tiempo,January 2018,8.8,36.0,Talk-Show
license to wed,January 2018,5.3,40771.0,Comedy
dallas buyers club,January 2018,7.9,522932.0,Biography
treasures from the wreck of the unbelievable,January 2018,6.0,1529.0,Documentary
the vault,January 2018,3.2,219.0,Action
bring it on: fight to the finish,January 2018,5.1,9631.0,Comedy
wild hogs,January 2018,5.8,123991.0,Action
the truman show,January 2018,8.2,1213069.0,Comedy
30 days of night,January 2018,6.6,190586.0,Action
babylon berlin,January 2018,8.4,30440.0,Crime
love actually,January 2018,7.6,534313.0,Comedy
bring it on: in it to win it,January 2018,5.1,14161.0,Comedy
miracle,June 2018,8.0,913.0,Drama
singularity,June 2018,5.8,18.0,Drama
wynonna earp,June 2018,7.4,24997.0,Action
joseph campbell and the power of myth,June 2018,8.8,1178.0,Documentary
assassination games,June 2018,6.1,18527.0,Action
the imaginarium of doctor parnassus,June 2018,6.8,154405.0,Adventure
heavy rescue: 401,June 2018,7.0,391.0,Documentary
step up 2: the streets,June 2018,6.2,91460.0,Drama
mohawk,June 2018,5.2,637.0,Western
he named me malala,June 2018,7.0,4806.0,Biography
the covenant,June 2018,5.2,52333.0,Adventure
the boy,June 2018,5.2,35.0,\N
in bruges,June 2018,7.9,465004.0,Comedy
the departed,June 2018,8.6,22.0,Documentary
blue jasmine,June 2018,7.3,213411.0,Comedy
outside in,June 2018,6.2,24.0,Drama
terms and conditions may apply,June 2018,7.3,6555.0,Documentary
cutie and the boxer,June 2018,7.2,4742.0,Biography
righteous kill,June 2018,6.0,92581.0,Crime
sugar rush,July 2018,7.7,4282.0,Drama
traitor,July 2018,8.1,107.0,Comedy
luna petunia: return to amazia,July 2018,4.8,50.0,Animation
van helsing,July 2018,6.1,287664.0,Action
bonusfamiljen,July 2018,7.6,5047.0,Comedy
hawaii five-o,July 2018,7.4,8330.0,Crime
sofia the first,July 2018,6.9,3875.0,Adventure
the sinner,July 2018,6.3,51.0,Drama
we own the night,July 2018,6.8,93494.0,Action
anne with an e,July 2018,8.6,67982.0,Drama
father of the year,July 2018,7.8,259.0,Comedy
deceived,July 2018,6.1,8026.0,Crime
stealth,July 2018,7.4,7.0,\N
spanglish,July 2018,6.4,88987.0,Comedy
the skin of the wolf,July 2018,5.9,3571.0,Drama
good witch,July 2018,7.3,12610.0,Comedy
going for gold,July 2018,7.0,77.0,Game-Show
scooby-doo 2: monsters unleashed,July 2018,5.2,65590.0,Adventure
the comedy lineup,July 2018,6.0,559.0,Comedy
menace ii society,July 2018,7.5,65081.0,Crime
bo burnham: what.,July 2018,8.3,13090.0,Comedy
welcome to the family,July 2018,6.1,67.0,Comedy
jimmy: the true story of a true idiot,July 2018,6.5,93.0,Comedy
pandorum,July 2018,6.7,160487.0,Action
the boondock saints,July 2018,7.6,252028.0,Action
journey to the center of the earth,July 2018,7.0,19814.0,Adventure
samantha!,July 2018,6.6,550.0,Comedy
the joel mchale show with joel mchale,July 2018,7.1,2526.0,Comedy
get smart,July 2018,8.2,13974.0,Action
blue valentine,July 2018,7.3,212788.0,Drama
terrace house: opening new doors,July 2018,7.8,1091.0,Drama
swordfish,July 2018,6.5,197137.0,Action
the legacy of a whitetail deer hunter,July 2018,5.5,4276.0,Comedy
ncis,July 2018,7.8,165154.0,Action
what we started,July 2018,7.0,1526.0,Documentary
the princess diaries,July 2018,6.4,165861.0,Comedy
amazing interiors,July 2018,6.6,893.0,Documentary
queens of comedy,July 2018,4.6,13.0,Comedy
first team: juventus,July 2018,7.2,2216.0,Documentary
patriot act with hasan minhaj,October 2018,8.3,7954.0,Comedy
my little pony equestria girls: rollercoaster of friendship,October 2018,6.6,354.0,Animation
big mouth,October 2018,8.1,88.0,Comedy
blade,October 2018,5.3,287.0,Mystery
monty python: the meaning of live,October 2018,7.6,788.0,Documentary
the dead pool,October 2018,6.3,49508.0,Action
salt fat acid heat,October 2018,7.7,2836.0,Documentary
anger management,October 2018,6.3,229951.0,Comedy
the neverending story,October 2018,7.3,158704.0,Adventure
malevolent,October 2018,5.1,603.0,Crime
hip-hop evolution,October 2018,8.4,6500.0,Documentary
the green mile,October 2018,8.6,1422366.0,Crime
once upon a time in america,October 2018,8.3,381040.0,Crime
kevin hart: seriously funny,October 2018,7.5,5899.0,Comedy
kevin hart: laugh at my pain,October 2018,7.3,6505.0,Comedy
the haunting of molly hartley,October 2018,3.9,10178.0,Drama
pacto de sangue,October 2018,7.1,12.0,Drama
little things,October 2018,6.8,60.0,Animation
truth or dare,October 2018,7.1,352.0,Comedy
rumble in the bronx,October 2018,6.7,46418.0,Action
new york minute,October 2018,4.9,25117.0,Adventure
empire records,October 2018,6.7,62561.0,Comedy
chilling adventures of sabrina,October 2018,7.3,19.0,Talk-Show
joe rogan: strange times,October 2018,7.3,4784.0,Comedy
the boss baby: back in business,October 2018,6.5,4396.0,Adventure
black dynamite,October 2018,7.4,52147.0,Action
sommersby,October 2018,6.3,23380.0,Drama
bodyguard,October 2018,6.5,1275.0,Crime
robin hood: prince of thieves,October 2018,6.9,210175.0,Action
the lake house,October 2018,6.8,158529.0,Drama
maneater,October 2018,5.9,64.0,Adventure
super monsters,October 2018,6.1,475.0,Adventure
cape fear,November 2018,7.7,32153.0,Drama
deuce bigalow: european gigolo,November 2018,4.7,53652.0,Comedy
the english patient,November 2018,7.4,203149.0,Drama
next avengers: heroes of tomorrow,November 2018,6.2,5484.0,Action
hoodwinked too! hood vs. evil,November 2018,4.7,14065.0,Adventure
the untold tales of armistead maupin,November 2018,7.6,826.0,Documentary
scary movie 3,November 2018,5.5,159486.0,Comedy
ponysitters club,November 2018,6.2,135.0,Family
vaya,November 2018,7.0,127.0,Drama
good will hunting,November 2018,8.3,1083591.0,Drama
green room,November 2018,8.4,18.0,Short
jiro dreams of sushi,November 2018,7.8,38236.0,Documentary
into the forest,November 2018,3.4,363.0,Horror
children of men,November 2018,7.9,533392.0,Action
treehouse detectives,November 2018,7.8,97.0,Animation
super drags,November 2018,5.5,1941.0,Animation
the sea of trees,November 2018,7.8,24.0,Drama
stink!,November 2018,7.2,314.0,Documentary
to build or not to build,November 2018,7.2,277.0,Comedy
pocoyo,November 2018,7.2,2180.0,Animation
close encounters of the third kind,November 2018,7.6,219311.0,Drama
transcendence,November 2018,6.9,11.0,Crime
spy kids: mission critical,November 2018,4.8,464.0,Action
julie & julia,November 2018,7.0,129583.0,Biography
the great british baking show,November 2018,8.6,13020.0,Game-Show
cloverfield,November 2018,7.0,423664.0,Action
follow this,November 2018,5.2,753.0,Documentary
spirit riding free,November 2018,6.5,1182.0,Action
the pixar story,November 2018,7.7,7098.0,Documentary
christine,December 2018,6.3,1205.0,Comedy
cloudy with a chance of meatballs,December 2018,6.9,261342.0,Adventure
happy!,December 2018,7.6,16.0,Comedy
next friday,December 2018,6.1,44468.0,Comedy
the bill murray stories: life lessons learned from a mythical man,December 2018,7.1,2280.0,Documentary
wolf,December 2018,6.7,55.0,Drama
district 9,December 2018,7.9,721164.0,Action
meet joe black,December 2018,7.2,267847.0,Drama
seven pounds,December 2018,7.6,316569.0,Drama
sin senos sí hay paraíso,December 2018,6.5,692.0,Action
blue planet,December 2018,7.1,826.0,Documentary
baby mama,December 2018,6.0,47692.0,Comedy
you,December 2018,6.5,189.0,\N
hero mask,December 2018,6.1,772.0,Action
astro boy,December 2018,7.4,1055.0,Action
dogs of berlin,December 2018,7.5,14419.0,Action
alexa & katie,December 2018,7.5,6539.0,Comedy
shaun of the dead,December 2018,7.9,598999.0,Comedy
hellboy,December 2018,6.8,352792.0,Action
bride of chucky,December 2018,5.6,64895.0,Comedy
the protector,December 2018,5.3,53.0,Thriller
the man who knew too little,December 2018,6.6,34639.0,Comedy
last hope,December 2018,7.7,114.0,Action
the autopsy of jane doe,December 2018,8.8,31.0,Comedy
man vs wild with sunny leone,December 2018,6.3,21.0,Reality-TV
friday,December 2018,6.0,194.0,Drama
the last dragon,December 2018,6.8,17695.0,Action
the magicians,December 2018,3.8,164.0,Action
crossroads: one two jaga,December 2018,6.5,706.0,Action
bad blood,December 2018,6.5,427.0,Drama
wanted,December 2018,5.4,18.0,\N
terminator salvation,December 2018,6.5,379356.0,Action
greenleaf,December 2018,7.5,6079.0,Drama
american gangster,January 2019,7.8,456471.0,Biography
hell or high water,January 2019,8.7,3716.0,Action
the mummy,January 2019,7.0,30419.0,Fantasy
comedians of the world,January 2019,6.4,496.0,Comedy
pinky malinky,January 2019,5.8,1420.0,Animation
tears of the sun,January 2019,6.6,131351.0,Action
mona lisa smile,January 2019,6.6,92050.0,Drama
indiana jones and the temple of doom,January 2019,7.5,539081.0,Action
xxx,January 2019,6.4,22.0,Adult
monty python and the holy grail,January 2019,8.2,573887.0,Adventure
the mummy returns,January 2019,6.4,348623.0,Action
jersey boys,January 2019,6.8,36956.0,Biography
it takes two,January 2019,7.0,111.0,Comedy
the dark knight,January 2019,5.3,237.0,Fantasy
hotel transylvania 3: summer vacation,January 2019,6.3,86878.0,Adventure
the strangers,January 2019,6.1,69.0,Drama
watchmen,January 2019,7.6,586047.0,Action
indiana jones and the last crusade,January 2019,8.2,816814.0,Action
indiana jones and the kingdom of the crystal skull,January 2019,6.2,494117.0,Action
i know what you did last summer,January 2019,5.8,159517.0,Horror
black hawk down,January 2019,7.7,427190.0,Action
obsessed,April 2019,6.6,469.0,Crime
pinky memsaab,April 2019,6.3,588.0,Drama
love o2o,April 2019,7.7,3521.0,Drama
ultraman,April 2019,7.5,622.0,Action
observe and report,April 2019,5.8,65577.0,Action
jagat,April 2019,8.1,53.0,Thriller
the new romantic,April 2019,5.8,2433.0,Comedy
alien warfare,April 2019,2.6,3685.0,Action
pineapple express,April 2019,6.9,359635.0,Action
mighty little bheem,April 2019,6.7,314.0,Adventure
rilakkuma and kaoru,April 2019,8.2,1913.0,Animation
#roxy,April 2019,5.0,364.0,Comedy
baki,April 2019,7.3,270.0,Action
grass is greener,April 2019,7.1,1560.0,Documentary
hong kong west side stories,April 2019,7.0,128.0,Comedy
lupt,April 2019,4.6,8262.0,Horror
the sisterhood of the traveling pants 2,April 2019,6.2,30899.0,Comedy
the golden compass,April 2019,6.1,197575.0,Adventure
francesco de carlo: cose di questo mondo,April 2019,6.4,122.0,Comedy
jesus: countdown to calvary,April 2019,6.9,114.0,Documentary
the sapphires,April 2019,7.0,15227.0,Biography
the calling,April 2019,4.3,2115.0,Horror
the fifth element,April 2019,7.6,511736.0,Action
brené brown: the call to courage,April 2019,7.7,1855.0,Documentary
remastered: devil at the crossroads,April 2019,7.0,3148.0,Biography
monster house,April 2019,7.1,165.0,Reality-TV
otherhood,April 2019,6.1,12673.0,Comedy
jinglekids,April 2019,8.3,32.0,Adventure
kevin hart: irresponsible,April 2019,6.6,5150.0,Comedy
a land imagined,April 2019,6.2,1530.0,Drama
the silence,April 2019,7.7,21468.0,Drama
the perfect date,April 2019,6.2,112.0,Adventure
friday the 13th,April 2019,6.4,47.0,Comedy
i am legend,April 2019,6.5,66.0,Biography
the legend of michael mishra,April 2019,4.4,641.0,Comedy
lakeview terrace,April 2019,6.2,55908.0,Crime
unicorn store,April 2019,5.6,20924.0,Comedy
the sisterhood of the traveling pants,April 2019,6.5,65448.0,Comedy
burning,April 2019,6.8,11.0,Crime
the bone collector,April 2019,6.7,186860.0,Crime
across the line,April 2019,5.5,368.0,Drama
sherlock holmes,April 2019,6.1,30.0,Mystery
my first first love,April 2019,8.3,27.0,Drama
no good nick,April 2019,6.1,3685.0,Comedy
band aid,April 2019,7.8,49.0,Animation
p.s. i love you,April 2019,7.7,38.0,Drama
i am maris: portrait of a young yogi,April 2019,7.1,371.0,Documentary
